INSTNM,SAT_AVG_2012,ADM_RATE_2012,UGDS_2012,CONTROL_2012,COSTT4_A_2012,C150_4_2012,PREDDEG_2012,CITY,STABBR
Pittsburgh Technical Institute,NULL,NULL,1791,3,26750,NULL,2,Oakdale,PA
Pittsburgh Theological Seminary,NULL,NULL,NULL,2,NULL,NULL,4,Pittsburgh,PA
Prism Career Institute,NULL,NULL,380,3,28625,NULL,1,Upper Darby,PA
Point Park University,1038,0.762,3167,2,36577,0.4979,3,Pittsburgh,PA
Joseph F. McCloskey School of Nursing at Schuylkill Health,NULL,NULL,61,2,NULL,NULL,1,Pottsville,PA
The Salon Professional Academy,NULL,NULL,41,3,NULL,NULL,1,Altoona,PA
Reading Area Community College,NULL,NULL,4237,1,13825,NULL,2,Reading,PA
The Reading Hospital School of Health Sciences,961,0.2782,431,2,23645,NULL,1,Reading,PA
Reconstructionist Rabbinical College,NULL,NULL,NULL,2,NULL,NULL,4,Wyncote,PA
Reformed Presbyterian Theological Seminary,NULL,NULL,NULL,2,NULL,NULL,4,Pittsburgh,PA
The Restaurant School at Walnut Hill College,NULL,NULL,376,3,33194,0.4792,2,Philadelphia,PA
Kaplan Career Institute-Broomall,NULL,NULL,559,3,NULL,NULL,1,Broomall,PA
Robert Morris University,1030,0.8234,4089,2,36405,0.5424,3,Moon Township,PA
Rosedale Technical Institute,NULL,NULL,388,2,39430,NULL,2,Pittsburgh,PA
Rosemont College,950,0.4995,524,2,42893,0.6143,3,Rosemont,PA
Saint Francis University,1035,0.741,1842,2,40772,0.6458,3,Loretto,PA
Saint Joseph's University,1121,0.783,5230,2,52580,0.7911,3,Philadelphia,PA
Saint Vincent College,1059,0.658,1485,2,40063,0.7277,3,Latrobe,PA
Saint Vincent Seminary,NULL,NULL,NULL,2,NULL,NULL,4,Latrobe,PA
Schuylkill Technology Center,NULL,NULL,108,1,NULL,NULL,1,Frackville,PA
University of Scranton,1125,0.8902,3927,2,50081,0.8347,3,Scranton,PA
Seton Hill University,1024,0.6623,1567,2,40132,0.5665,3,Greensburg,PA
Heritage Valley Sewickley School of Nursing,NULL,0.5,78,2,22661,NULL,1,Moon Twp,PA
University of Pittsburgh Medical Center-Shadyside School of Nursing,NULL,1,310,2,23668,NULL,1,Pittsburgh,PA
Sharon Regional Health System School of Nursing,NULL,NULL,49,2,NULL,NULL,1,Sharon,PA
Laurel Technical Institute,NULL,0.7746,285,3,13940,NULL,2,Sharon,PA
Shippensburg University of Pennsylvania,975,0.8057,6654,1,20386,0.5715,3,Shippensburg,PA
Slippery Rock University of Pennsylvania,985,0.6144,7772,1,21399,0.6194,3,Slippery Rock,PA
Saint Charles Borromeo Seminary-Overbrook,NULL,1,47,2,35795,0.8,3,Wynnewood,PA
South Hills Beauty Academy Inc,NULL,NULL,97,3,NULL,NULL,1,Pittsburgh,PA
South Hills School of Business & Technology,NULL,0.5229,684,3,26337,NULL,2,State College,PA
St Lukes Hospital School of Nursing,NULL,NULL,98,2,NULL,NULL,1,Bethlehem,PA
Stroudsburg School of Cosmetology,NULL,NULL,70,3,NULL,NULL,1,Stroudsburg,PA
Susquehanna University,1123,0.7553,2151,2,47106,0.7439,3,Selinsgrove,PA
Swarthmore College,1434,0.1419,1532,2,55895,0.9162,3,Swarthmore,PA
Thaddeus Stevens College of Technology,NULL,0.124,869,1,13618,NULL,2,Lancaster,PA
Talmudical Yeshiva of Philadelphia,NULL,0.881,120,2,17900,0.4324,3,Philadelphia,PA
Temple University,1107,0.6723,27076,1,27535,0.6585,3,Philadelphia,PA
Thiel College,964,0.652,1026,2,37754,0.3233,3,Greenville,PA
Thomas Jefferson University,NULL,NULL,744,2,NULL,0.8621,3,Philadelphia,PA
Fortis Institute-Erie,NULL,NULL,1090,3,26793,NULL,2,Erie,PA
Triangle Tech Inc-Erie,NULL,NULL,85,3,26227,NULL,2,Erie,PA
Triangle Tech Inc-Pittsburgh,NULL,NULL,266,3,25597,NULL,2,Pittsburgh,PA
Triangle Tech Inc-Greensburg,NULL,NULL,165,3,24823,NULL,2,Greensburg,PA
Triangle Tech Inc-Dubois,NULL,NULL,172,3,24753,NULL,2,DuBois,PA
Trinity Episcopal School for Ministry,NULL,NULL,NULL,2,NULL,NULL,4,Ambridge,PA
Ursinus College,1197,0.6978,1650,2,55195,0.7407,3,Collegeville,PA
Valley Forge Christian College,985,0.7215,805,2,27937,0.5,3,Phoenixville,PA
Valley Forge Military College,NULL,NULL,247,2,42670,NULL,2,Wayne,PA
Venus Beauty Academy,NULL,NULL,160,3,NULL,NULL,1,Sharon Hill,PA
Villanova University,1303,0.4562,6944,2,54173,0.8805,3,Villanova,PA
Washington Hospital School of Nursing,1020,0.25,143,2,20162,NULL,1,Washington,PA
Washington Hospital School of Radiography,NULL,NULL,24,2,NULL,NULL,1,Washington,PA
Washington & Jefferson College,NULL,0.4076,1394,2,47033,0.7439,3,Washington,PA
Waynesburg University,1027,0.7641,1501,2,27876,0.6025,3,Waynesburg,PA
Welder Training and Testing Institute,NULL,NULL,78,3,NULL,NULL,1,Allentown,PA
West Chester University of Pennsylvania,1075,0.4993,13053,1,21085,0.6883,3,West Chester,PA
Western Pennsylvania Hospital School of Nursing,NULL,0.1282,71,2,13865,NULL,1,Pittsburgh,PA
Sanford-Brown Institute-Pittsburgh,NULL,NULL,733,3,20756,NULL,2,Pittsburgh,PA
Westminster College,1076,0.5665,1429,2,41299,0.7846,3,New Wilmington,PA
Westminster Theological Seminary,NULL,NULL,NULL,2,NULL,NULL,4,Glenside,PA
Westmoreland County Community College,NULL,NULL,5941,1,5810,NULL,2,Youngwood,PA
Widener University-Main Campus,980,0.663,3057,2,48452,0.5541,3,Chester,PA
Wilkes University,1045,0.7634,2196,2,41655,0.607,3,Wilkes-Barre,PA
Newport Business Institute-Williamsport,NULL,NULL,77,3,21626,NULL,2,Williamsport,PA
Wilson College,990,0.6215,499,2,39618,0.3684,3,Chambersburg,PA
Yeshivath Beth Moshe,NULL,NULL,53,2,13700,0.6111,0,Scranton,PA
York College Pennsylvania,1071,0.739,5011,2,26173,0.5962,3,York,PA
YTI Career Institute-York,NULL,NULL,1838,3,NULL,NULL,2,York,PA
Yorktowne Business Institute,NULL,NULL,218,3,22901,NULL,2,York,PA
Empire Beauty School-Providence,NULL,NULL,153,3,NULL,NULL,1,Providence,RI
Brown University,1419,0.096,6133,2,56150,0.9515,3,Providence,RI
Bryant University,1124,0.767,3157,2,49399,0.804,3,Smithfield,RI
Johnson & Wales University-Providence,NULL,0.7139,9132,2,38771,0.5293,3,Providence,RI
Sanford-Brown Institute-Cranston,NULL,NULL,691,3,NULL,NULL,1,Cranston,RI
New England Institute of Technology,NULL,NULL,2713,2,32169,0.4774,2,East Greenwich,RI
New England Tractor Trailer Training School,NULL,NULL,215,3,NULL,NULL,1,Pawtucket,RI
Newport School of Hairdressing-Main Campus,NULL,NULL,45,3,NULL,NULL,1,Pawtucket,RI
Providence College,1161,0.6104,3968,2,54840,0.8671,3,Providence,RI
Rhode Island College,933,0.7301,7261,1,14556,0.4306,3,Providence,RI
Community College of Rhode Island,NULL,NULL,16944,1,10303,NULL,2,Warwick,RI
University of Rhode Island,1060,0.8535,13127,1,24899,0.6287,3,Kingston,RI
Rhode Island School of Design,1240,0.2538,1971,2,57629,0.8629,3,Providence,RI
Roger Williams University,NULL,0.7716,4340,2,46948,0.6148,3,Bristol,RI
Salve Regina University,1113,0.6965,2019,2,47100,0.7218,3,Newport,RI
St Joseph School of Nursing,NULL,NULL,123,2,22707,NULL,1,North Providence,RI
Empire Beauty School-Warwick,NULL,NULL,104,3,NULL,NULL,1,Warwick,RI
Northpoint Bible College,NULL,NULL,344,2,22680,0.6304,3,Haverhill,MA
Aiken Technical College,NULL,NULL,2799,1,10035,NULL,1,Graniteville,SC
Allen University,NULL,NULL,672,2,21202,0.2133,3,Columbia,SC
Anderson University,1055,0.712,2374,2,34365,0.4778,3,Anderson,SC
Charleston Southern University,984,0.8222,2763,2,32036,0.378,3,Charleston,SC
Technical College of the Lowcountry,NULL,NULL,2241,1,9576,NULL,1,Beaufort,SC
Benedict College,NULL,NULL,2917,2,28932,0.2882,3,Columbia,SC
Bob Jones University,1050,0.8274,2878,3,24758,0.5974,3,Greenville,SC
Southern Wesleyan University,969,0.9624,1334,2,29772,0.5667,3,Central,SC
Charleston Cosmetology Institute,NULL,NULL,128,3,NULL,NULL,1,Charleston,SC
College of Charleston,1146,0.7351,10206,1,23798,0.6876,3,Charleston,SC
Charzanne Beauty College,NULL,NULL,59,3,NULL,NULL,1,Greenwood,SC
Northeastern Technical College,NULL,NULL,1038,1,16004,NULL,1,Cheraw,SC
Citadel Military College of South Carolina,1073,0.7689,2555,1,23884,0.6584,3,Charleston,SC
Claflin University,858,0.3909,1850,2,27756,0.4358,3,Orangeburg,SC
Clemson University,1239,0.6328,16425,1,26626,0.816,3,Clemson,SC
Clinton Junior College,NULL,NULL,139,2,12057,NULL,2,Rock Hill,SC
Coker College,949,0.5776,1136,2,31353,0.5622,3,Hartsville,SC
Columbia International University,1086,0.6429,547,2,27237,0.7079,3,Columbia,SC
Columbia College,1033,0.6464,1074,2,36928,0.4591,3,Columbia,SC
Converse College,1058,0.5134,681,2,39041,0.5404,3,Spartanburg,SC
Denmark Technical College,NULL,NULL,2002,1,11669,NULL,1,Denmark,SC
Erskine College,1032,0.6578,527,2,43128,0.6461,3,Due West,SC
Florence-Darlington Technical College,NULL,NULL,5945,1,11806,NULL,2,Florence,SC
Forrest College,NULL,NULL,138,3,21995,NULL,2,Anderson,SC
Francis Marion University,940,0.5885,3456,1,23428,0.4252,3,Florence,SC
Furman University,1222,0.7748,2731,2,52829,0.8287,3,Greenville,SC
Greenville Technical College,NULL,NULL,12698,1,12887,NULL,1,Greenville,SC
Horry-Georgetown Technical College,NULL,NULL,7189,1,12169,NULL,2,Conway,SC
Kenneth Shuler School of Cosmetology-North Augusta,NULL,NULL,85,3,NULL,NULL,1,North Augusta,SC
Kenneth Shuler School of Cosmetology and Nails-Columbia,NULL,NULL,115,3,NULL,NULL,1,Columbia,SC
Lander University,939,0.4227,2904,1,23127,0.4048,3,Greenwood,SC
Limestone College,927,0.5314,3228,2,33682,0.432,3,Gaffney,SC
Lutheran Theological Southern Seminary,NULL,NULL,NULL,2,NULL,NULL,4,Columbia,SC
Medical University of South Carolina,NULL,NULL,204,1,NULL,NULL,3,Charleston,SC
Midlands Technical College,NULL,NULL,11583,1,11205,NULL,2,West Columbia,SC
Morris College,NULL,NULL,874,2,19993,0.3133,3,Sumter,SC
Newberry College,932,0.3374,1038,2,37157,0.4015,3,Newberry,SC
North Greenville University,1151,0.6049,2049,2,28526,0.5442,3,Tigerville,SC
Orangeburg Calhoun Technical College,NULL,NULL,2440,1,12185,NULL,2,Orangeburg,SC
Piedmont Technical College,NULL,NULL,5545,1,12862,NULL,2,Greenwood,SC
Presbyterian College,1102,0.5779,1130,2,43652,0.6814,3,Clinton,SC
University of South Carolina-Aiken,978,0.5104,2877,1,18075,0.4293,3,Aiken,SC
University of South Carolina-Beaufort,941,0.7462,1739,1,19198,0.2255,3,Bluffton,SC
University of South Carolina-Columbia,1200,0.6312,23028,1,23064,0.7241,3,Columbia,SC
University of South Carolina-Lancaster,869,0.8614,1064,1,16871,NULL,2,Lancaster,SC
University of South Carolina-Salkehatchie,807,0.71,867,1,19197,NULL,2,Allendale,SC
University of South Carolina-Sumter,926,0.5042,643,1,17379,NULL,2,Sumter,SC
University of South Carolina-Union,810,0.7484,293,1,16516,NULL,2,Union,SC
Coastal Carolina University,986,0.7461,8466,1,21212,0.4734,3,Conway,SC
South Carolina State University,813,0.9714,3230,1,25281,0.3425,3,Orangeburg,SC
University of South Carolina-Upstate,980,0.6487,5080,1,20326,0.3752,3,Spartanburg,SC
Sherman College of Straight Chiropractic,NULL,NULL,NULL,2,NULL,NULL,4,Spartanburg,SC
Spartanburg Methodist College,863,0.6427,805,2,23115,NULL,2,Spartanburg,SC
Spartanburg Community College,NULL,NULL,5226,1,12239,NULL,2,Spartanburg,SC
Central Carolina Technical College,NULL,NULL,4188,1,10439,NULL,1,Sumter,SC
Sumter Beauty College,NULL,NULL,26,3,NULL,NULL,1,Sumter,SC
Tri-County Technical College,NULL,NULL,5901,1,14803,NULL,1,Pendleton,SC
Trident Technical College,NULL,NULL,15791,1,11046,NULL,1,Charleston,SC
Voorhees College,NULL,0.8137,648,2,19876,0.2917,3,Denmark,SC
Williamsburg Technical College,NULL,NULL,616,1,14381,NULL,2,Kingstree,SC
Winthrop University,1044,0.7069,4747,1,23428,0.5322,3,Rock Hill,SC
Wofford College,1200,0.6272,1613,2,45902,0.8382,3,Spartanburg,SC
York Technical College,NULL,NULL,4518,1,12559,NULL,1,Rock Hill,SC
Augustana College,1165,0.7562,1709,2,35620,0.6584,3,Sioux Falls,SD
Black Hills Beauty College,NULL,NULL,107,3,NULL,NULL,1,Rapid City,SD
Black Hills State University,970,0.9101,3181,1,18027,0.3782,3,Spearfish,SD
Kilian Community College,NULL,NULL,259,2,29625,NULL,2,Sioux Falls,SD
Dakota State University,1009,0.8881,1728,1,15841,0.4373,3,Madison,SD
Dakota Wesleyan University,1028,0.7329,734,2,31010,0.4246,3,Mitchell,SD
Headlines Academy Inc,NULL,NULL,99,3,NULL,NULL,1,Rapid City,SD
Lake Area Technical Institute,NULL,0.6039,1482,1,14208,NULL,2,Watertown,SD
Avera McKennan Hospital School of Radiologic Technology,NULL,NULL,20,2,NULL,NULL,1,Sioux Falls,SD
Mitchell Technical Institute,NULL,NULL,1037,1,12304,NULL,2,Mitchell,SD
Mount Marty College,1010,0.7143,723,2,31289,0.5118,3,Yankton,SD
National American University-Rapid City,NULL,NULL,2381,3,22871,0.3134,3,Rapid City,SD
National American University-Sioux Falls,NULL,NULL,771,3,23751,0.122,2,Sioux Falls,SD
Sioux Falls Seminary,NULL,NULL,NULL,2,NULL,NULL,4,Sioux Falls,SD
Northern State University,1010,0.8984,1769,1,16999,0.4196,3,Aberdeen,SD
Oglala Lakota College,NULL,NULL,1528,1,8996,0.1169,2,Kyle,SD
Presentation College,925,0.7353,646,2,25992,0.4375,3,Aberdeen,SD
Avera Sacred Heart Hospital,NULL,NULL,18,2,NULL,NULL,1,Yankton,SD
South Dakota School of Mines and Technology,1192,0.8839,1939,1,19375,0.5468,3,Rapid City,SD
South Dakota State University,1048,0.9166,10043,1,17697,0.551,3,Brookings,SD
Sinte Gleska University,NULL,NULL,684,2,19071,0.05,2,Mission,SD
University of Sioux Falls,1047,0.5555,1160,2,33233,0.48,3,Sioux Falls,SD
Sanford Medical Center,NULL,NULL,26,2,NULL,NULL,1,Sioux Falls,SD
Sisseton Wahpeton College,NULL,NULL,175,1,10226,NULL,2,Sisseton,SD
Southeast Technical Institute,NULL,NULL,2564,1,14149,NULL,2,Sioux Falls,SD
Stewart School,NULL,NULL,156,3,NULL,NULL,1,Sioux Falls,SD
University of South Dakota,1089,0.8856,6416,1,18852,0.4986,3,Vermillion,SD
Western Dakota Technical Institute,NULL,NULL,939,1,16594,NULL,2,Rapid City,SD
American Baptist College,NULL,NULL,118,2,17700,0.5556,3,Nashville,TN
Aquinas College,1073,0.5,541,2,30796,0.3333,2,Nashville,TN
Arnolds Beauty School,NULL,NULL,51,3,NULL,NULL,1,Milan,TN
Tennessee Technology Center at Athens,NULL,NULL,167,1,NULL,NULL,1,Athens,TN
Austin Peay State University,991,0.8348,9475,1,18575,0.3603,3,Clarksville,TN
Baptist Memorial College of Health Sciences,1110,0.246,1043,2,21979,0.5952,3,Memphis,TN
Belmont University,1191,0.8406,5237,2,39930,0.6737,3,Nashville,TN
Bethel University,972,0.5528,5148,2,25127,0.2881,3,McKenzie,TN
Bryan College-Dayton,1083,0.5206,1216,2,29968,0.4898,3,Dayton,TN
Carson-Newman University,1042,0.6558,1623,2,31775,0.5525,3,Jefferson City,TN
Chattanooga State Community College,NULL,NULL,8643,1,12601,NULL,2,Chattanooga,TN
Christian Brothers University,1090,0.4647,1215,2,33523,0.5979,3,Memphis,TN
Pentecostal Theological Seminary,NULL,NULL,NULL,2,NULL,NULL,4,Cleveland,TN
Cleveland State Community College,890,1,3059,1,10785,NULL,1,Cleveland,TN
Columbia State Community College,NULL,NULL,4518,1,11712,NULL,2,Columbia,TN
Concorde Career College-Memphis,NULL,1,1228,3,NULL,NULL,1,Memphis,TN
Tennessee Technology Center at Covington,NULL,NULL,201,1,NULL,NULL,1,Covington,TN
Cumberland University,983,0.4713,1167,2,31631,0.3069,3,Lebanon,TN
Lipscomb University,1140,0.5222,2703,2,34954,0.5617,3,Nashville,TN
Tennessee Technology Center at Dickson,NULL,NULL,582,1,NULL,NULL,1,Dickson,TN
Daymar Institute-Nashville,NULL,NULL,233,3,28614,0.3797,2,Nashville,TN
Dyersburg State Community College,NULL,NULL,2723,1,13959,NULL,2,Dyersburg,TN
East Tennessee State University,1023,0.8923,11828,1,22071,0.4071,3,Johnson City,TN
Chattanooga College Medical Dental and Technical Careers,NULL,NULL,252,3,23721,NULL,1,Chattanooga,TN
Tennessee Technology Center at Elizabethton,NULL,NULL,514,1,NULL,NULL,1,Elizabethton,TN
Emmanuel Christian Seminary,NULL,NULL,NULL,2,NULL,NULL,4,Johnson City,TN
Fayetteville College of Cosmetology Arts and Sciences,NULL,NULL,92,3,NULL,NULL,1,Fayetteville,TN
Fisk University,942,0.1051,580,2,33244,0.5364,3,Nashville,TN
Welch College,NULL,NULL,241,2,23116,0.3699,3,Nashville,TN
Freed-Hardeman University,1098,0.4366,1328,2,27677,0.5475,3,Henderson,TN
Tennessee Technology Center at Harriman,NULL,NULL,266,1,NULL,NULL,1,Harriman,TN
Tennessee Technology Center at Hartsville,NULL,NULL,290,1,NULL,NULL,1,Hartsville,TN
Hiwassee College,904,0.5383,234,2,25836,0.2515,2,Madisonville,TN
Tennessee Technology Center at Hohenwald,NULL,NULL,358,1,NULL,NULL,1,Hohenwald,TN
Tennessee Technology Center at Jacksboro,NULL,NULL,233,1,NULL,NULL,1,Jacksboro,TN
Jackson State Community College,NULL,NULL,3712,1,14968,NULL,2,Jackson,TN
John A Gupton College,NULL,NULL,138,2,23205,NULL,2,Nashville,TN
Johnson University,1025,0.5962,777,2,19742,0.6503,3,Knoxville,TN
Paul Mitchell the School-Nashville,NULL,NULL,188,3,NULL,NULL,1,Antioch,TN
King College,997,0.722,1866,2,36533,0.4928,3,Bristol,TN
South College,NULL,NULL,732,3,33170,0.2727,3,Knoxville,TN
Knoxville Institute of Hair Design,NULL,NULL,16,3,NULL,NULL,1,Knoxville,TN
Lane College,760,0.3343,1512,2,15803,0.3596,3,Jackson,TN
Le Moyne-Owen College,760,0.2335,1078,2,15420,0.0814,3,Memphis,TN
Lee University,1105,0.8906,4217,2,23150,0.4914,3,Cleveland,TN
Lincoln Memorial University,1041,0.6505,1770,2,29767,0.4886,3,Harrogate,TN
Tennessee Technology Center at Livingston,NULL,NULL,349,1,NULL,NULL,1,Livingston,TN
Martin Methodist College,NULL,NULL,1080,2,28453,0.3282,3,Pulaski,TN
Maryville College,1055,0.656,1093,2,41182,0.5369,3,Maryville,TN
Tennessee Technology Center at McKenzie,NULL,NULL,230,1,NULL,NULL,1,McKenzie,TN
Genesis Career College,NULL,NULL,665,3,NULL,NULL,1,Cookeville,TN
Meharry Medical College,NULL,NULL,NULL,2,NULL,NULL,4,Nashville,TN
Memphis College of Art,1030,0.5021,346,2,37700,0.4762,3,Memphis,TN
Tennessee Technology Center at Memphis,NULL,NULL,848,1,NULL,NULL,1,Memphis,TN
University of Memphis,1049,0.6242,16748,1,19996,0.3997,3,Memphis,TN
Memphis Theological Seminary,NULL,NULL,NULL,2,NULL,NULL,4,Memphis,TN
Victory University,NULL,0.3109,1968,3,21324,0.1319,3,Memphis,TN
Middle Tennessee State University,1009,0.6687,22121,1,16830,0.4501,3,Murfreesboro,TN
Middle Tennessee School of Anesthesia Inc,NULL,NULL,NULL,2,NULL,NULL,4,Madison,TN
Milligan College,1093,0.6732,909,2,34251,0.5964,3,Milligan College,TN
Tennessee Technology Center at Morristown,NULL,NULL,719,1,NULL,NULL,1,Morristown,TN
Motlow State Community College,911,0.4224,3930,1,12949,NULL,2,Tullahoma,TN
Tennessee Technology Center at Murfreesboro,NULL,NULL,336,1,NULL,NULL,1,Murfreesboro,TN
Nashville Auto Diesel College,NULL,NULL,2006,3,NULL,NULL,1,Nashville,TN
Nashville College of Medical Careers,NULL,NULL,163,3,NULL,NULL,1,Madison,TN
Nashville State Community College,NULL,NULL,8232,1,10769,NULL,1,Nashville,TN
Tennessee Technology Center at Newbern,NULL,NULL,300,1,NULL,NULL,1,Newbern,TN
O'More College of Design,1000,0.6871,205,2,31959,0.6452,3,Franklin,TN
Tennessee Technology Center at Paris,NULL,NULL,299,1,NULL,NULL,1,Paris,TN
Plaza Beauty School,NULL,NULL,170,3,NULL,NULL,1,Memphis,TN
Tennessee Technology Center at Pulaski,NULL,NULL,170,1,NULL,NULL,1,Pulaski,TN
Rhodes College,1274,0.5457,1887,2,48833,0.8115,3,Memphis,TN
Tennessee Technology Center at Ripley,NULL,NULL,134,1,NULL,NULL,1,Ripley,TN
Roane State Community College,890,0.996,5256,1,13200,NULL,2,Harriman,TN
Tennessee Technology Center at Crump,NULL,NULL,229,1,NULL,NULL,1,Crump,TN
Southwest Tennessee Community College,780,1,11567,1,10320,NULL,2,Memphis,TN
Tennessee Technology Center at Shelbyville,NULL,NULL,442,1,NULL,NULL,1,Shelbyville,TN
Sewanee-The University of the South,1262,0.5877,1481,2,43418,0.784,3,Sewanee,TN
Tennessee Technology Center at Oneida-Huntsville,NULL,NULL,246,1,NULL,NULL,1,Huntsville,TN
Tennessee Technology Center at Crossville,NULL,NULL,298,1,NULL,NULL,1,Crossville,TN
Tennessee Technology Center at McMinnville,NULL,NULL,195,1,NULL,NULL,1,McMinnville,TN
Tennessee Technology Center at Jackson,NULL,NULL,427,1,NULL,NULL,1,Jackson,TN
Tennessee Technology Center at Knoxville,NULL,NULL,767,1,NULL,NULL,1,Knoxville,TN
Tennessee Technology Center at Whiteville,NULL,NULL,154,1,NULL,NULL,1,Whiteville,TN
Pellissippi State Community College,967,1,9025,1,15627,NULL,1,Knoxville,TN
Southern Adventist University,1053,0.4522,2752,2,28239,0.5554,3,Collegedale,TN
Southern College of Optometry,NULL,NULL,NULL,2,NULL,NULL,4,Memphis,TN
Tennessee Wesleyan College,987,0.7579,1104,2,26055,0.45,3,Athens,TN
The University of Tennessee at Chattanooga,1068,0.7589,10016,1,19510,0.3821,3,Chattanooga,TN
The University of Tennessee,1200,0.6732,20699,1,23571,0.6607,3,Knoxville,TN
The University of Tennessee-Martin,1010,0.7555,6697,1,17204,0.4892,3,Martin,TN
Fountainhead College of Technology,NULL,NULL,251,3,31286,0.8571,2,Knoxville,TN
Tennessee School of Beauty of Knoxville Inc,NULL,NULL,227,3,NULL,NULL,1,Knoxville,TN
Tennessee State University,NULL,NULL,6602,1,16118,0.3478,3,Nashville,TN
Tennessee Technological University,1091,0.9321,9629,1,20426,0.5195,3,Cookeville,TN
Tennessee Temple University,922,0.5444,622,2,22037,0.25,3,Chattanooga,TN
Trevecca Nazarene University,1053,0.7674,1409,2,32086,0.55,3,Nashville,TN
Northeast State Community College,NULL,NULL,5595,1,12880,NULL,2,Blountville,TN
Tusculum College,964,0.7225,1980,2,32022,0.2841,3,Greeneville,TN
Union University,1170,0.7504,2520,2,40000,0.6656,3,Jackson,TN
New Concepts School of Cosmetology,NULL,NULL,116,3,NULL,NULL,1,Cleveland,TN
Vanderbilt University,1471,0.1423,6753,2,58554,0.9219,3,Nashville,TN
Volunteer Beauty School-Dyersburg,NULL,NULL,83,3,NULL,NULL,1,Dyersburg,TN
Volunteer State Community College,NULL,NULL,6589,1,12024,NULL,1,Gallatin,TN
Walters State Community College,NULL,0.993,5277,1,10144,NULL,1,Morristown,TN
West Tennessee Business College,NULL,NULL,285,3,NULL,NULL,1,Jackson,TN
William Moore College of Technology,NULL,NULL,193,2,14391,NULL,1,Memphis,TN
Abilene Christian University,1107,0.455,3570,2,38250,0.5921,3,Abilene,TX
