INSTNM,SAT_AVG,ADM_RATE,UGDS,CONTROL,COSTT4_A,C150_4,PREDDEG,CITY,STABBR
Fond du Lac Tribal and Community College,NULL,NULL,996,1,13956,NULL,2,Cloquet,MN
Northwest Indian College,NULL,NULL,653,1,11162,0.0893,2,Bellingham,WA
Marinello Schools of Beauty-Provo,NULL,NULL,79,3,NULL,NULL,1,Provo,UT
Provo College,NULL,NULL,307,3,22982,NULL,2,Provo,UT
Paul Mitchell the School-Provo,NULL,NULL,132,3,NULL,NULL,1,Provo,UT
University of Phoenix-Utah Campus,NULL,NULL,958,3,24514,0.1985,3,Salt Lake City,UT
Utah College of Massage Therapy-Salt Lake City,NULL,NULL,346,3,NULL,NULL,1,Salt Lake City,UT
CET-Coachella,NULL,NULL,187,2,NULL,NULL,1,Coachella,CA
CET-Oxnard,NULL,NULL,133,2,NULL,NULL,1,Oxnard,CA
CET-Santa Maria,NULL,NULL,155,2,NULL,NULL,1,Santa Maria,CA
CET-Rancho Temecula,NULL,NULL,72,2,NULL,NULL,1,Temecula,CA
Colorado School of Traditional Chinese Medicine,NULL,NULL,NULL,3,NULL,NULL,4,Denver,CO
Massage Therapy Institute of Colorado,NULL,NULL,82,3,NULL,NULL,1,Denver,CO
Michigan College of Beauty-Troy,NULL,NULL,301,3,NULL,NULL,1,Troy,MI
Ogle School Hair Skin Nails-Dallas,NULL,NULL,231,3,NULL,NULL,1,Dallas,TX
Phoenix Seminary,NULL,NULL,NULL,2,NULL,NULL,4,Phoenix,AZ
Faust Institute of Cosmetology-Spirit Lake,NULL,NULL,14,3,NULL,NULL,1,Spirit Lake,IA
Seattle Vocational Institute,NULL,NULL,229,1,8395,NULL,1,Seattle,WA
Baker College of Port Huron,NULL,NULL,1036,2,16669,0.2302,2,Port Huron,MI
Empire Beauty School-Hyannis,NULL,NULL,77,3,NULL,NULL,1,Hyannis,MA
Brookstone College-Greensboro,NULL,NULL,154,3,NULL,NULL,1,Greensboro,NC
Cheeks International Academy of Beauty Culture-Fort Collins,NULL,NULL,34,3,NULL,NULL,1,Loveland,CO
Cheeks International Academy of Beauty Culture-Greeley,NULL,NULL,39,3,NULL,NULL,1,Greeley,CO
Colorado School of Healing Arts,NULL,NULL,199,3,26446,NULL,1,Lakewood,CO
Remington College-Colorado Springs Campus,NULL,NULL,7,2,NULL,NULL,1,Colorado Springs,CO
Empire Beauty School-Arvada,NULL,NULL,52,3,NULL,NULL,1,Arvada,CO
Westwood College-Denver South,NULL,NULL,275,3,25962,0.5,3,Denver,CO
Healing Arts Institute,NULL,NULL,50,3,NULL,NULL,1,Fort Collins,CO
ITT Technical Institute-San Bernardino,NULL,0.9367,730,3,24858,0.407,2,San Bernardino,CA
Los Angeles ORT College-Van Nuys Campus,NULL,NULL,19,2,NULL,NULL,1,Van Nuys,CA
University of Phoenix-Puerto Rico Campus,NULL,NULL,437,3,18886,0.2197,3,Guaynabo,PR
Mt Diablo Adult Education,NULL,NULL,176,1,NULL,NULL,1,Concord,CA
Royale College of Beauty,NULL,NULL,54,3,NULL,NULL,1,Temecula,CA
Westech College,NULL,NULL,484,3,NULL,NULL,1,Fontana,CA
Greater Lowell Technical School,NULL,1,80,1,NULL,NULL,1,Tyngsboro,MA
Academy of Hair Design-Pearl,NULL,NULL,65,3,NULL,NULL,1,Pearl,MS
King's College,NULL,0.8917,381,3,20324,NULL,2,Charlotte,NC
Miller-Motte Technical College-Clarksville,NULL,NULL,524,3,24851,NULL,1,Clarksville,TN
Genesis Career College-Lebanon,NULL,NULL,247,3,NULL,NULL,1,Lebanon,TN
Kaplan College-Dallas,NULL,NULL,357,3,NULL,NULL,1,Dallas,TX
Star College of Cosmetology 2,NULL,NULL,90,3,NULL,NULL,1,Tyler,TX
Southwest Collegiate Institute for the Deaf,NULL,NULL,147,1,10599,NULL,1,Big Spring,TX
Fortis College-Richmond,NULL,NULL,457,3,24939,NULL,1,Richmond,VA
Midwest College of Oriental Medicine-Racine,NULL,NULL,20,3,NULL,NULL,3,Racine,WI
Hacienda La Puente Adult Education,NULL,NULL,3704,1,NULL,NULL,1,La Puente,CA
La Belle Beauty Academy,NULL,NULL,435,3,NULL,NULL,1,Miami,FL
Advanced Technical Centers,NULL,NULL,35,2,NULL,NULL,1,Miami,FL
Hawaii Community College,NULL,NULL,2922,1,13013,NULL,2,Hilo,HI
Regency Beauty Institute-Winston-Salem,NULL,NULL,97,3,NULL,NULL,1,Winston Salem,NC
Robert Fiance Beauty Schools-North Plainfield,NULL,NULL,185,3,NULL,NULL,1,North Plainfield,NJ
Long Island Beauty School-Hauppauge,NULL,NULL,311,3,NULL,NULL,1,Hauppauge,NY
Buckeye Joint Vocational School,NULL,NULL,89,1,NULL,NULL,1,New Philadelphia,OH
Sandusky Career Center,NULL,NULL,95,1,NULL,NULL,1,Sandusky,OH
Greater Altoona Career & Technology Center,NULL,NULL,264,1,NULL,NULL,1,Altoona,PA
Northeastern Hospital School of Nursing,NULL,NULL,72,2,NULL,NULL,1,Philadelphia,PA
Central Texas Beauty College-Temple,NULL,NULL,132,3,NULL,NULL,1,Temple,TX
Dance Theatre of Harlem Inc,NULL,0.4783,11,2,29687,NULL,1,New York,NY
Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,NULL,NULL,85,1,NULL,NULL,1,Angola,NY
Empire Beauty School-Brooklyn,NULL,NULL,63,3,NULL,NULL,1,Brooklyn,NY
Houston Training School-Gulfgate,NULL,NULL,277,3,NULL,NULL,1,Houston,TX
Star Career Academy-Philadelphia,NULL,NULL,838,3,NULL,NULL,1,Philadelphia,PA
Antonelli College-Hattiesburg,NULL,NULL,256,3,26308,NULL,2,Hattiesburg,MS
Eastern New Mexico University-Ruidoso Campus,NULL,NULL,568,1,13544,NULL,1,Ruidoso,NM
The Bryman School of Arizona,NULL,NULL,594,3,30796,NULL,1,Phoenix,AZ
Beacon College,NULL,0.6475,190,2,42291,0.8333,3,Leesburg,FL
Acupuncture and Integrative Medicine College-Berkeley,NULL,NULL,NULL,2,NULL,NULL,4,Berkeley,CA
Estrella Mountain Community College,NULL,NULL,7634,1,11959,NULL,2,Avondale,AZ
Heartland Community College,NULL,NULL,4692,1,10837,NULL,2,Normal,IL
University of the Potomac-Washington DC Campus,NULL,NULL,320,3,23340,NULL,3,Washington,DC
Rabbi Jacob Joseph School,NULL,1,86,2,19372,0.1176,3,Edison,NJ
Sanford-Brown Institute-Ft Lauderdale,NULL,NULL,477,3,23083,NULL,1,Fort Lauderdale,FL
The Salon Professional Academy-Melbourne,NULL,NULL,99,3,NULL,NULL,1,Melbourne,FL
Fortis Institute-Scranton,NULL,0.8629,464,3,32946,NULL,2,Scranton,PA
Milan Institute of Cosmetology-Amarillo,NULL,NULL,174,3,NULL,NULL,1,Amarillo,TX
Everglades University,NULL,0.9104,1184,2,27322,0.6197,3,Boca Raton,FL
Seminar L'moros Bais Yaakov,NULL,0.9781,257,2,19258,NULL,1,Brooklyn,NY
Herzing University-Winter Park,NULL,0.7083,377,3,29649,0.6296,2,Winter Park,FL
Emil Fries Piano Hospital and Training Center,NULL,NULL,3,2,NULL,NULL,1,Vancouver,WA
Fairview Beauty Academy,NULL,NULL,105,3,NULL,NULL,1,Fairview Park,OH
Florida College of Natural Health-Pompano Beach,NULL,NULL,262,3,NULL,NULL,1,Pompano Beach,FL
National College-Nashville,NULL,NULL,704,3,25797,NULL,2,Nashville,TN
College of Biblical Studies-Houston,NULL,NULL,493,2,29103,0.5714,3,Houston,TX
Inner State Beauty School,NULL,NULL,139,3,NULL,NULL,1,Lyndhurst,OH
Virginia College-Pensacola,NULL,NULL,365,3,22210,NULL,2,Pensacola,FL
Mid-EastCTC-Adult Education,NULL,NULL,385,1,NULL,NULL,1,Zanesville,OH
Everest University-South Orlando,NULL,NULL,29460,3,27739,0.3254,2,Orlando,FL
Polaris Career Center,NULL,NULL,350,1,NULL,NULL,1,Middleburg Heights,OH
P&A Scholars Beauty School,NULL,NULL,241,3,NULL,NULL,1,Detroit,MI
Rensselaer BOCES-Practical Nursing Program,NULL,0.625,34,1,NULL,NULL,1,Troy,NY
ASM Beauty World Academy,NULL,NULL,64,3,NULL,NULL,1,Davie,FL
The Salter School-Tewksbury Campus,NULL,NULL,230,3,NULL,NULL,1,Tewksbury,MA
Sanford-Brown College-Collinsville,NULL,NULL,28,3,NULL,NULL,1,Collinsville,IL
Sharps Academy of Hair Styling,NULL,NULL,73,3,NULL,NULL,1,Grand Blanc,MI
ICC Technical Institute,NULL,NULL,56,2,NULL,NULL,1,Houston,TX
College of Health Care Professions-Northwest,NULL,1,810,3,NULL,NULL,1,Houston,TX
School of Professional Horticulture at the New York Botanical Garden,NULL,NULL,10,2,31850,NULL,1,Bronx,NY
Fortis College-Houston,NULL,NULL,382,3,NULL,NULL,1,Houston,TX
Volunteer Beauty Academy-Madison,NULL,NULL,44,3,NULL,NULL,1,Madison,TN
Watkins College of Art Design & Film,971,0.3498,334,2,33979,0.3704,3,Nashville,TN
Chicago ORT Technical Institute,NULL,NULL,425,2,NULL,NULL,1,Skokie,IL
Alhambra Beauty College,NULL,NULL,159,3,NULL,NULL,1,Alhambra,CA
American Auto Institute,NULL,NULL,1444,3,NULL,NULL,1,Gardena,CA
Asian American International Beauty College,NULL,NULL,142,3,NULL,NULL,1,Westminster,CA
Avance Beauty College,NULL,NULL,54,3,NULL,NULL,1,San Diego,CA
Colton-Redlands-Yucaipa Regional Occupational Program,NULL,NULL,101,1,NULL,NULL,1,Redlands,CA
Copper Mountain Community College,NULL,NULL,1479,1,13951,NULL,2,Joshua Tree,CA
Diversified Vocational College,NULL,NULL,913,3,NULL,NULL,1,Los Angeles,CA
Bristol University,NULL,NULL,33,3,NULL,0.9412,1,Anaheim,CA
UEI College-Fresno,NULL,NULL,1014,3,NULL,NULL,1,Fresno,CA
Mt Sierra College,NULL,NULL,536,3,28093,0.3556,3,Monrovia,CA
Wyotech-Long Beach,NULL,NULL,1400,3,NULL,NULL,1,Long Beach,CA
Santiago Canyon College,NULL,NULL,10055,1,8843,NULL,1,Orange,CA
Southern California Institute of Technology,NULL,NULL,493,3,28736,0.6395,1,Anaheim,CA
Soka University of America,1213,0.4336,412,2,40842,0.8416,3,Aliso Viejo,CA
Summit College,NULL,NULL,947,3,NULL,NULL,1,Colton,CA
Advance Beauty College,NULL,NULL,506,3,NULL,NULL,1,Garden Grove,CA
World Mission University,NULL,0.8,122,2,20245,1,1,Los Angeles,CA
Yo San University of Traditional Chinese Medicine,NULL,NULL,NULL,2,NULL,NULL,4,Los Angeles,CA
Coast Career Institute,NULL,NULL,169,3,NULL,NULL,1,Los Angeles,CA
Cannella School of Hair Design-Blue Island,NULL,NULL,52,3,NULL,NULL,1,Blue Island,IL
Delta College Inc,NULL,NULL,102,3,NULL,NULL,1,Covington,LA
Colorado Technical University-Sioux Falls,NULL,NULL,242,3,NULL,0.2561,3,Sioux Falls,SD
Southwest University of Visual Arts-Albuquerque,NULL,NULL,224,3,50053,0.8438,3,Albuquerque,NM
Tri-State Cosmetology Institute,NULL,NULL,144,3,NULL,NULL,1,El Paso,TX
Widener University-Harrisburg Campus,NULL,NULL,NULL,2,NULL,NULL,4,Harrisburg,PA
Volunteer Beauty Academy-Nashville,NULL,NULL,41,3,NULL,NULL,1,Nashville,TN
Frontier Community College,NULL,NULL,446,1,7073,NULL,1,Fairfield,IL
Lincoln Trail College,NULL,NULL,533,1,6103,NULL,2,Robinson,IL
Wabash Valley College,NULL,NULL,840,1,6399,NULL,1,Mount Carmel,IL
American Institute of Interior Design,NULL,NULL,32,3,NULL,NULL,1,Fountain Hills,AZ
Brookline College-Tempe,NULL,NULL,223,3,NULL,NULL,1,Tempe,AZ
Baker College of Auburn Hills,NULL,NULL,3066,2,18079,0.0746,2,Auburn Hills,MI
Baker College of Clinton Township,NULL,NULL,4345,2,17850,0.1142,2,Clinton Township,MI
Inter American University of Puerto Rico-School of Optometry,NULL,NULL,NULL,2,NULL,NULL,4,Bayamon,PR
Schiller International University,NULL,NULL,128,3,35082,0.2,3,Largo,FL
Vatterott College-Springfield,NULL,NULL,312,3,23209,NULL,1,Springfield,MO
Vatterott College-Joplin,NULL,NULL,236,3,22820,NULL,2,Joplin,MO
Vatterott College-Kansas City,NULL,NULL,540,3,23251,NULL,1,Kansas City,MO
Coconino Community College,NULL,NULL,2794,1,14389,NULL,2,Flagstaff,AZ
Sanford-Brown College-Houston,NULL,NULL,756,3,22508,NULL,1,Houston,TX
Sanford-Brown Institute-Jacksonville,NULL,NULL,360,3,23256,NULL,1,Jacksonville,FL
Sanford-Brown College-Dallas,NULL,NULL,588,3,22382,NULL,1,Dallas,TX
Baker College of Cadillac,NULL,NULL,1534,2,18523,0.1364,2,Cadillac,MI
Emma's Beauty Academy-Juana Diaz,NULL,NULL,404,3,NULL,NULL,1,Juana Diaz,PR
Franklin Academy,NULL,NULL,105,2,NULL,NULL,1,Cleveland,TN
Columbia Centro Universitario-Yauco,NULL,NULL,402,3,9176,0.3158,2,Yauco,PR
Pima Medical Institute-Denver,NULL,NULL,940,3,NULL,NULL,1,Denver,CO
Fortis College-Miami,NULL,NULL,88,3,22867,NULL,1,Miami,FL
ASA College,NULL,NULL,4652,3,28371,NULL,2,Brooklyn,NY
Ohio State School of Cosmetology-Westerville,NULL,NULL,79,3,NULL,NULL,1,Westerville,OH
Nationwide Beauty Academy,NULL,NULL,57,3,NULL,NULL,1,Columbus,OH
Yeshivas Novominsk,NULL,1,118,2,16400,0.0556,3,Brooklyn,NY
Southern Careers Institute-Corpus Christi,NULL,NULL,320,3,NULL,NULL,1,Corpus Christi,TX
Kiamichi Technology Center-Stigler,NULL,NULL,16,1,NULL,NULL,1,Stigler,OK
Rabbinical College of Ohr Shimon Yisroel,NULL,1,155,2,15971,0.3902,3,Brooklyn,NY
Carroll Community College,NULL,NULL,3583,1,8376,NULL,2,Westminster,MD
University of Phoenix-Southern Arizona Campus,NULL,NULL,1414,3,24367,0.2276,3,Tucson,AZ
University of Phoenix-Colorado Campus,NULL,NULL,1172,3,23272,0.1809,3,Lone Tree,CO
University of Phoenix-Albuquerque Campus,NULL,NULL,2097,3,23147,0.26,3,Albuquerque,NM
University of Phoenix-Bay Area Campus,NULL,NULL,1374,3,23848,0.1207,3,San Jose,CA
University of Phoenix-Southern California Campus,NULL,NULL,8302,3,24988,0.1541,3,Costa Mesa,CA
Galen College of Nursing-Tampa Bay,NULL,0.5667,790,3,NULL,NULL,2,Saint Petersburg,FL
Galen College of Nursing-San Antonio,NULL,0.645,1119,3,NULL,NULL,1,San Antonio,TX
Southeastern Beauty School-Columbus North Lumpkin,NULL,NULL,78,3,NULL,NULL,1,Columbus,GA
Sarasota School of Massage Therapy,NULL,NULL,77,3,NULL,NULL,1,Sarasota,FL
Westwood College-Dupage,NULL,NULL,186,3,28604,0.6273,3,Woodridge,IL
Wright Career College,NULL,NULL,1763,2,16341,NULL,1,Overland Park,KS
Daymar College-Louisville,NULL,NULL,189,3,29943,0.2069,2,Louisville,KY
Schuyler Steuben Chemung Tioga Allegany BOCES,NULL,0.4676,96,1,NULL,NULL,1,Elmira,NY
Delaware Chenango Madison Otsego BOCES-Practical Nursing Program,NULL,0.5769,37,1,NULL,NULL,1,Norwich,NY
DCI Career Institute,NULL,NULL,107,3,NULL,NULL,1,Monaca,PA
Central Susquehanna Intermediate Unit LPN Career,NULL,0.6081,92,1,NULL,NULL,1,Lewisburg,PA
Myotherapy College of Utah,NULL,NULL,63,3,NULL,NULL,1,Salt Lake City,UT
Graham Webb International Academy of Hair,NULL,NULL,160,3,NULL,NULL,1,Arlington,VA
City College-Gainesville,NULL,NULL,444,2,31522,0.4,2,Gainesville,FL
Arizona State University-West,1073,0.759,3243,1,20269,0.5519,3,Glendale,AZ
Connecticut Center for Massage Therapy-Westport,NULL,NULL,158,3,NULL,NULL,1,Westport,CT
ITT Technical Institute-Jacksonville,NULL,0.8097,591,3,27999,0.2609,2,Jacksonville,FL
G Skin & Beauty Institute,NULL,NULL,286,3,NULL,NULL,1,Oakbrook,IL
Cosmetology Training Center,NULL,NULL,109,3,NULL,NULL,1,Lafayette,LA
Stage One-The Hair School,NULL,NULL,99,3,NULL,NULL,1,Lake Charles,LA
Empire Beauty School-Malden,NULL,NULL,155,3,NULL,NULL,1,Malden,MA
Minnesota School of Business-Brooklyn Center,NULL,NULL,162,3,25434,0.3636,2,Brooklyn Center,MN
ITT Technical Institute-Omaha,NULL,0.8676,505,3,27467,0.4262,2,Omaha,NE
Omaha School of Massage and Healthcare of Herzing University,NULL,0.6714,120,3,24956,NULL,1,Omaha,NE
Xenon International Academy-Omaha,NULL,NULL,237,3,NULL,NULL,1,Omaha,NE
Capri Institute of Hair Design-Brick,NULL,NULL,172,3,NULL,NULL,1,Brick,NJ
Capri Institute of Hair Design-Kenilworth,NULL,NULL,153,3,NULL,NULL,1,Kenilworth,NJ
Capri Institute of Hair Design-Paramus,NULL,NULL,197,3,NULL,NULL,1,Paramus,NJ
Orlo School of Hair Design and Cosmetology,NULL,NULL,99,3,NULL,NULL,1,Albany,NY
Delaware Area Career Center,NULL,NULL,64,1,NULL,NULL,1,Delaware,OH
Eastland-Fairfield Career and Technical Schools,NULL,NULL,188,1,NULL,NULL,1,Groveport,OH
Empire Beauty School-Cincinnati,NULL,NULL,186,3,NULL,NULL,1,Cincinnati,OH
Mahoning County Career and Technical Center,NULL,NULL,96,1,NULL,NULL,1,Canfield,OH
Ohio Hi Point Joint Vocational School District,NULL,NULL,32,1,NULL,NULL,1,Bellefontaine,OH
Pickaway Ross Joint Vocational School District,NULL,NULL,374,1,NULL,NULL,1,Chillicothe,OH
Pioneer Career and Technology Center,NULL,NULL,35,1,NULL,NULL,1,Shelby,OH
Raphael's School of Beauty Culture Inc-Boardman,NULL,NULL,124,3,NULL,NULL,1,Boardman,OH
Scioto County Career Technical Center,NULL,NULL,321,1,NULL,NULL,1,Lucasville,OH
Trumbull Career & Technical Center,NULL,NULL,115,1,NULL,NULL,1,Warren,OH
Northwest Technology Center-Fairview,NULL,NULL,12,1,NULL,NULL,1,Fairview,OK
Lake Erie College of Osteopathic Medicine,NULL,NULL,NULL,2,NULL,NULL,4,Erie,PA
University of Cosmetology Arts & Sciences-Harlingen,NULL,NULL,137,3,NULL,NULL,1,Harlingen,TX
Gene Juarez Academy of Beauty-Federal Way,NULL,NULL,360,3,NULL,NULL,1,Federal Way,WA
Empire Beauty School-Appleton,NULL,NULL,67,3,NULL,NULL,1,Appleton,WI
Empire Beauty School-Green Bay,NULL,NULL,102,3,NULL,NULL,1,Green Bay,WI
Warren County Career Center,NULL,NULL,392,1,NULL,NULL,1,Lebanon,OH
Brown Mackie College-Fort Wayne,NULL,NULL,659,3,23423,0.3712,2,Fort Wayne,IN
Paul Mitchell the School-Wichita,NULL,NULL,121,3,NULL,NULL,1,Wichita,KS
Pinnacle Institute of Cosmetology,NULL,NULL,78,3,NULL,NULL,1,Mooresville,NC
Career Training Academy-Monroeville,NULL,NULL,112,3,NULL,NULL,1,Monroeville,PA
Southern Careers Institute-Pharr,NULL,NULL,358,3,NULL,NULL,1,Pharr,TX
Texas State Technical College-Marshall,NULL,NULL,428,1,16285,NULL,2,Marshall,TX
Florida National University-Main Campus,NULL,NULL,1803,3,25220,0.541,2,Hialeah,FL
Georgia Institute of Cosmetology,NULL,NULL,302,3,NULL,NULL,1,Athens,GA
Nouvelle Institute,NULL,NULL,116,3,NULL,NULL,1,Miami,FL
ITT Technical Institute-Fort Lauderdale,NULL,0.7692,531,3,27139,0.4,2,Fort Lauderdale,FL
Franklin Technology-MSSU,NULL,NULL,189,1,NULL,NULL,1,Joplin,MO
Carson City Beauty Academy,NULL,NULL,93,3,NULL,NULL,1,Carson City,NV
Professional Technical Institution Inc,NULL,NULL,231,3,NULL,NULL,1,Bayamon,PR
Erikson Institute,NULL,NULL,NULL,2,NULL,NULL,4,Chicago,IL
South Texas College,NULL,NULL,18034,1,6412,0.1932,2,McAllen,TX
Pike County Joint Vocational School District,NULL,NULL,83,1,NULL,NULL,1,Piketon,OH
Lorain County Joint Vocational School District,NULL,NULL,106,1,NULL,NULL,1,Oberlin,OH
Roger Williams University School of Law,NULL,NULL,NULL,2,NULL,NULL,4,Bristol,RI
Everest Institute-Kendall,NULL,NULL,461,3,26386,NULL,1,Miami,FL
California State University-Monterey Bay,976,0.444,5153,1,18479,0.3828,3,Seaside,CA
Sanford-Brown College-St Peters,NULL,NULL,81,3,NULL,0.5755,1,Saint Peters,MO
Colorado Technical University-Kansas City,NULL,NULL,45,3,NULL,0.3117,2,North Kansas City,MO
Heald College-Salinas,NULL,NULL,1076,3,22680,NULL,2,Salinas,CA
Heritage College-Oklahoma City,NULL,NULL,722,3,NULL,NULL,2,Oklahoma City,OK
Ann Arbor Institute of Massage Therapy,NULL,NULL,80,3,NULL,NULL,1,Ann Arbor,MI
Brown Mackie College-Atlanta,NULL,NULL,1033,3,25758,NULL,2,Atlanta,GA
Bryant & Stratton College-Henrietta,NULL,NULL,368,3,21475,NULL,2,Rochester,NY
The Art Institute of California-Argosy University Hollywood,NULL,NULL,1906,3,33677,0.2022,3,North Hollywood,CA
Sage College,NULL,NULL,447,3,14519,NULL,1,Moreno Valley,CA
Anthem College-Denver,NULL,NULL,207,3,26125,NULL,2,Aurora,CO
Lincoln Technical Institute-Hartford,NULL,NULL,575,3,NULL,NULL,1,Hartford,CT
Ohio Center for Broadcasting-Valley View,NULL,NULL,172,3,NULL,NULL,1,Valley View,OH
EINE Inc,NULL,NULL,35,3,NULL,NULL,1,Tewksbury,MA
Laurus Technical Institute,NULL,NULL,477,3,NULL,NULL,1,Decatur,GA
Illinois School of Health Careers-Chicago Campus,NULL,NULL,612,3,NULL,NULL,1,Chicago,IL
Marian Health Careers Center-Los Angeles Campus,NULL,NULL,108,3,NULL,NULL,1,Los Angeles,CA
Cleveland Clinic Health System-School of Diagnostic Imaging,NULL,NULL,44,2,NULL,NULL,1,Euclid,OH
National Institute of Massotherapy,NULL,NULL,54,3,NULL,NULL,2,Akron,OH
Academy for Nursing and Health Occupations,NULL,NULL,693,2,NULL,NULL,2,West Palm Beach,FL
Shawsheen Valley Regional Vocational Technical School,NULL,1,47,1,NULL,NULL,1,Billerica,MA
Shear Ego International School of Hair Design,NULL,NULL,73,3,NULL,NULL,1,Rochester,NY
Remington College-Memphis Campus,NULL,0.6973,814,2,28080,0.5646,1,Memphis,TN
Fayette Institute of Technology,NULL,NULL,43,1,NULL,NULL,1,Oak Hill,WV
Professional Beauty School,NULL,NULL,22,3,NULL,NULL,1,Yakima,WA
Capella University,NULL,NULL,7935,3,NULL,0,3,Minneapolis,MN
College of Menominee Nation,NULL,NULL,511,2,15141,0.1071,1,Keshena,WI
Leech Lake Tribal College,NULL,NULL,340,1,15810,NULL,2,Cass Lake,MN
Anthem College-Sacramento,NULL,NULL,257,3,33734,NULL,1,Sacramento,CA
Southwest Acupuncture College-Albuquerque,NULL,NULL,NULL,3,NULL,NULL,4,Albuquerque,NM
Crimson Technical College,NULL,NULL,458,3,NULL,NULL,1,Inglewood,CA
Stone Academy-Waterbury,NULL,NULL,212,3,NULL,NULL,1,Waterbury,CT
East San Gabriel Valley Regional Occupational Program,NULL,NULL,983,1,NULL,NULL,1,West Covina,CA
Yukon Beauty College Inc,NULL,NULL,17,3,NULL,NULL,1,Yukon,OK
ITT Technical Institute-Little Rock,NULL,0.9873,289,3,27523,0.2794,2,Little Rock,AR
ITT Technical Institute-Oxnard,NULL,0.9406,312,3,25911,0.4,2,Oxnard,CA
ITT Technical Institute-Louisville,NULL,0.7266,547,3,27093,0.1212,2,Louisville,KY
ITT Technical Institute-Greenville,NULL,0.8984,353,3,27517,0.381,2,Greenville,SC
ITT Technical Institute-Cordova,NULL,0.9757,552,3,25735,0.2727,2,Cordova,TN
Toni & Guy Hairdressing Academy-Atlanta,NULL,NULL,78,3,NULL,NULL,1,Marietta,GA
Mitchell's Hair Styling Academy-Raleigh,NULL,NULL,76,3,NULL,NULL,1,Raleigh,NC
Salon Academy,NULL,NULL,48,3,NULL,NULL,1,Coldwater,MI
Artistic Academy of Hair Design,NULL,NULL,179,3,NULL,NULL,1,Morris Plains,NJ
Motoring Technical Training Institute,NULL,NULL,298,3,NULL,NULL,1,Seekonk,MA
Baker College of Jackson,NULL,NULL,2202,2,17340,0.125,2,Jackson,MI
Phagans Newport Academy of Cosmetology Careers,NULL,NULL,25,3,NULL,NULL,1,Newport,OR
Mech-Tech College,NULL,NULL,3262,3,14992,NULL,1,Caguas,PR
Baldwin Beauty School-North Austin,NULL,NULL,79,3,NULL,NULL,1,Austin,TX
ITT Technical Institute-Everett,NULL,0.9444,271,3,27549,0.2787,2,Everett,WA
Jean Madeline Aveda Institute,NULL,NULL,278,3,NULL,NULL,1,Philadelphia,PA
Cosmetology Schools Inc,NULL,NULL,18,3,NULL,NULL,1,Stillwater,OK
ITT Technical Institute-Bessemer,NULL,0.7506,538,3,26437,0.3312,2,Bessemer,AL
ITT Technical Institute-Orland Park,NULL,0.5851,527,3,26800,0.4225,2,Orland Park,IL
Pacific College of Oriental Medicine-New York,NULL,NULL,139,3,32172,NULL,2,New York,NY
Baker College Center for Graduate Studies,NULL,NULL,4449,2,24120,0,3,Flint,MI
Johnson & Wales University-North Miami,NULL,0.6496,1937,2,38974,0.4627,3,North Miami,FL
ITT Technical Institute-Pittsburgh,NULL,0.8571,224,3,26505,NULL,2,Pittsburgh,PA
Tricoci University of Beauty Culture-Indianapolis,NULL,NULL,111,3,NULL,NULL,1,Indianapolis,IN
Trine University-Regional/Non-Traditional Campuses,NULL,0.303,435,2,18080,0,3,Fort Wayne,IN
Pennsylvania Highlands Community College,NULL,NULL,1336,1,7098,NULL,2,Johnstown,PA
Nevada Career Institute,NULL,1,272,3,NULL,NULL,1,Las Vegas,NV
Phillips Theological Seminary,NULL,NULL,NULL,2,NULL,NULL,4,Tulsa,OK
Empire Beauty School-Hanover,NULL,NULL,96,3,NULL,NULL,1,Hanover,PA
Industrial Management Training Institute,NULL,NULL,117,3,NULL,NULL,1,Waterbury,CT
Faris Technical Institute Inc,NULL,NULL,19,3,NULL,NULL,1,Nederland,TX
Four-D College,NULL,NULL,641,3,NULL,NULL,1,Colton,CA
